,origin,exchange
10,カテエネポイント,ANA VISA（マスター）カード（ボーナス）
11,カテエネポイント,Ponta
12,カテエネポイント,三越伊勢丹
0,エミレーツ・スカイワーズ,None
0,Usappyポイント,楽天Edy
1,Usappyポイント,nanaco
2,Usappyポイント,Apple Gift Card
3,Usappyポイント,Amazonギフト券
0,eレールポイント,None
0,.money,Amazonギフト券
1,.money,Apple Gift Card
2,.money,WebMoney
3,.money,現金（楽天銀行）
4,.money,現金（住信SBIネット銀行）
5,.money,現金（PayPay銀行）
6,.money,nanacoポイント
7,.money,JAL
8,.money,BitCash
9,.money,楽天Edy
10,.money,Tポイント
11,.money,WAONポイント
12,.money,クラブネッツ
13,.money,dポイント
14,.money,NET CASH
15,.money,Ponta
16,.money,リクルート
17,.money,ANA
18,.money,東急
0,LINEポイント（旧LINEフリーコイン）,None
0,BitCash,None
0,dポイントクラブ,None
0,JRE POINT,None
0,エネモポイント,Ponta
1,エネモポイント,JAL
2,エネモポイント,楽天
0,よりそうeポイント,WAONポイント
1,よりそうeポイント,Amazonギフト券
2,よりそうeポイント,楽天Edy
3,よりそうeポイント,Apple Gift Card
4,よりそうeポイント,nanaco
5,よりそうeポイント,dポイント
6,よりそうeポイント,Ponta
0,エネルギアポイント,dポイント
1,エネルギアポイント,WAONポイント
2,エネルギアポイント,ANA
3,エネルギアポイント,Tポイント
4,エネルギアポイント,ネットマイル
5,エネルギアポイント,JAL
0,よんでんポイント,ネットマイル
1,よんでんポイント,WAONポイント
2,よんでんポイント,dポイント
3,よんでんポイント,ANA
4,よんでんポイント,JAL
0,パッチョポイント,WAONポイント
1,パッチョポイント,dポイント
2,パッチョポイント,Tポイント
3,パッチョポイント,楽天
4,パッチョポイント,nanacoポイント
5,パッチョポイント,Ponta
6,パッチョポイント,京王
7,パッチョポイント,三越伊勢丹
0,がすてきポイント,WAONポイント
1,がすてきポイント,ユニコポイント
2,がすてきポイント,Tポイント
3,がすてきポイント,nanacoポイント
4,がすてきポイント,楽天Edy
5,がすてきポイント,μstarポイントサービス
6,がすてきポイント,dポイント
0,Smart Lifeポイント,WAONポイント
1,Smart Lifeポイント,楽天
2,Smart Lifeポイント,Ponta
3,Smart Lifeポイント,dポイント
0,西部ガス,None
0,永久不滅ポイント,クレディセゾン
1,永久不滅ポイント,JAL
2,永久不滅ポイント,ANA
3,永久不滅ポイント,Amazonギフト券
4,永久不滅ポイント,WebMoney
5,永久不滅ポイント,nanacoポイント
6,永久不滅ポイント,nanaco
7,永久不滅ポイント,そごう・西武
8,永久不滅ポイント,Tポイント
9,永久不滅ポイント,dポイント
10,永久不滅ポイント,auポイント
0,NET CASH,None
0,NET CASHポイント,NET CASH
1,NET CASHポイント,楽天Edy
2,NET CASHポイント,nanaco
0,WAON POINT,WAONポイント
1,WAON POINT,三越伊勢丹
0,Point Income,JAL
1,Point Income,Apple Gift Card
2,Point Income,WebMoney
3,Point Income,Amazonギフト券
4,Point Income,楽天Edy
5,Point Income,nanaco
6,Point Income,Tポイント
7,Point Income,PeX
8,Point Income,.money
9,Point Income,現金（楽天銀行）
10,Point Income,現金（PayPay銀行）
11,Point Income,現金（住信SBIネット銀行）
12,Point Income,ANA
0,チャンピオンポイント,None
0,ラグジュアリーカードポイント,JAL
1,ラグジュアリーカードポイント,ANA
2,ラグジュアリーカードポイント,dポイント
3,ラグジュアリーカードポイント,PeX
4,ラグジュアリーカードポイント,Amazonギフト券
5,ラグジュアリーカードポイント,ANA SKYコイン
6,ラグジュアリーカードポイント,nanaco
7,ラグジュアリーカードポイント,カエトクカード
8,ラグジュアリーカードポイント,ユナイテッド航空
9,ラグジュアリーカードポイント,スターバックス カード
0,くらしTEPCOポイント,Tポイント
1,くらしTEPCOポイント,Ponta
2,くらしTEPCOポイント,nanacoポイント
3,くらしTEPCOポイント,WAONポイント
0,自治体ポイント,None
