"","origin","exchange"
"1322","ゴールデンサークルアワードポイント","キャセイパシフィック航空"
"1323","ゴールデンサークルアワードポイント","中国東方航空"
"1324","ゴールデンサークルアワードポイント","中国南方航空"
"1325","ゴールデンサークルアワードポイント","デルタ航空"
"1326","ゴールデンサークルアワードポイント","ルフトハンザ"
"1327","ゴールデンサークルアワードポイント","シンガポール航空"
"1328","ゴールデンサークルアワードポイント","タイ国際航空"
"1329","ゴールデンサークルアワードポイント","ユナイテッド航空"
"1330","ゴールデンサークルアワードポイント","ヴァージン アトランティック航空"
"1331","ゴールデンサークルアワードポイント","ブリティッシュ・エアウェイズ"
"1332","ゴールデンサークルアワードポイント","カタール航空"
"1333","ゴールデンサークルアワードポイント","エティハド航空"
"1334","おサイフくんQUICPay","PeX"
"1335","au WALLETポイントプログラム","None"
"1336","au WALLET","None"
"1337","西鉄ホテルグループポイントメンバーズ","Gポイント"
"1338","西鉄ホテルグループポイントメンバーズ","nimocaポイント"
"1339","hearconポイント","None"
"1340","MUJIショッピングポイント","None"
"1341","LINEギフトコード","None"
"1342","モニプラポイント","Amazonギフト券"
"1343","モニプラポイント","LINEギフトコード"
"1344","Vポイント（ANA VISA（マスター）カード）","ANA"
"1345","Vポイント（ANA VISA（マスター）カード）","Tポイント"
"1346","Vポイント（ANA VISA（マスター）カード）","楽天"
"1347","Vポイント（ANA VISA（マスター）カード）","Gポイント"
"1348","Vポイント（ANA VISA（マスター）カード）","dポイント"
"1349","Vポイント（ANA VISA（マスター）カード）","楽天Edy"
"1350","Vポイント（ANA VISA（マスター）カード）","ビックカメラ"
"1351","Vポイント（ANA VISA（マスター）カード）","上新電機"
"1352","Vポイント（ANA VISA（マスター）カード）","ベルメゾン"
"1353","Vポイント（ANA VISA（マスター）カード）","PiTaPa"
"1354","Vポイント（ANA VISA（マスター）カード）","ヨドバシカメラ"
"1355","Vポイント（ANA VISA（マスター）カード）","iDバリュー"
"1356","Vポイント（ANA VISA（マスター）カード）","カエトクカード"
"1357","Vポイント（ANA VISA（マスター）カード）","WAONポイント"
"1358","Vポイント（ANA VISA（マスター）カード）","nanacoポイント"
"1359","Vポイント（ANA VISA（マスター）カード）","スターバックス カード"
"1360","Vポイント（ANA VISA（マスター）カード）","Ponta"
"1361","Vポイント（ANA VISA（マスター）カード）","タリーズカード"
"1362","Vポイント（ANA VISA（マスター）カード）","PeX"
"1363","Vポイント（ANA VISA（マスター）カード）","中部電力"
"1364","Vポイント（ANA VISA（マスター）カード）","RealPay（旧PointExchange）"
"1365","Vポイント（ANA VISA（マスター）カード）","ブリティッシュ・エアウェイズ"
"1366","Vポイント（ANA VISA（マスター）カード）","エールフランス航空/KLMオランダ航空"
"1367","Vポイント（ANA VISA（マスター）カード）","Amazonギフト券"
"1368","Vポイント（ANA VISA（マスター）カード）","Apple Gift Card"
"1369","Oki Dokiポイントプログラム（ANA JCBカード）","ANA"
"1370","Oki Dokiポイントプログラム（ANA JCBカード）","dポイント"
"1371","Oki Dokiポイントプログラム（ANA JCBカード）","auポイント"
"1372","Oki Dokiポイントプログラム（ANA JCBカード）","上新電機"
"1373","Oki Dokiポイントプログラム（ANA JCBカード）","楽天"
"1374","Oki Dokiポイントプログラム（ANA JCBカード）","ビックカメラ"
"1375","Oki Dokiポイントプログラム（ANA JCBカード）","ベルメゾン"
"1376","Oki Dokiポイントプログラム（ANA JCBカード）","セシール"
"1377","Oki Dokiポイントプログラム（ANA JCBカード）","nanacoポイント"
"1378","Oki Dokiポイントプログラム（ANA JCBカード）","JTBトラベルポイント"
"1379","Oki Dokiポイントプログラム（ANA JCBカード）","ちょコムポイント"
"1380","Oki Dokiポイントプログラム（ANA JCBカード）","楽天Edy"
"1381","Oki Dokiポイントプログラム（ANA JCBカード）","カエトクカード"
"1382","Oki Dokiポイントプログラム（ANA JCBカード）","東京メトロ"
"1383","Oki Dokiポイントプログラム（ANA JCBカード）","スターバックス カード"
"1384","Oki Dokiポイントプログラム（ANA JCBカード）","ANA SKYコイン"
"1385","Oki Dokiポイントプログラム（ANA JCBカード）","Ponta"
"1386","Oki Dokiポイントプログラム（ANA JCBカード）","WAONポイント"
"1387","TLCポイント","WAONポイント"
"1388","TLCポイント","LuLuCaポイント"
"1389","TLCポイント",".money"
"1390","TLCポイント","三越伊勢丹"
"1391","TLCポイント","honto"
"1392","LuLuCaポイント","TLCポイント"
"1393","Executive Club","None"
"1394","CLUB Panasonicコイン","ANA"
"1395","CLUB Panasonicコイン","Gポイント"
"1396","CLUB Panasonicコイン","nanacoポイント"
"1397","CLUB Panasonicコイン","JAL"
"1398","CLUB Panasonicコイン","楽天Edy"
"1399","CLUB Panasonicコイン","ネットマイル"
"1400","CLUB Panasonicコイン","LINEポイント"
"1401","CLUB Panasonicコイン","dポイント"
"1402","エムアイカードポイント","JAL"
"1403","エムアイカードポイント","ANA"
"1404","エムアイカードポイント","JTBトラベルポイント"
"1405","エムアイカードポイント","スターバックス カード"
"1406","エムアイカードポイント","WAON POINT"
"1407","プリビレッジクラブ","None"
"1408","エティハドゲスト","None"
"1409","タリーズカード","None"
"1410","カテエネポイント","WAONポイント"
"1411","カテエネポイント","ユニコポイント"
"1412","カテエネポイント","nanacoポイント"
"1413","カテエネポイント","LuLuCaポイント"
"1414","カテエネポイント","dポイント"
"1415","カテエネポイント","manaca"
"1416","カテエネポイント","μstarポイントサービス"
"1417","カテエネポイント","Tポイント"
"1418","カテエネポイント","JAL"
"1419","カテエネポイント","三井住友カード"
"1420","カテエネポイント","ANA VISA（マスター）カード（ボーナス）"
"1421","カテエネポイント","Ponta"
"1422","カテエネポイント","三越伊勢丹"
"1423","エミレーツ・スカイワーズ","None"
"1424","Usappyポイント","楽天Edy"
"1425","Usappyポイント","nanaco"
"1426","Usappyポイント","Apple Gift Card"
"1427","Usappyポイント","Amazonギフト券"
"1428","eレールポイント","None"
"1429",".money","Amazonギフト券"
"1430",".money","Apple Gift Card"
"1431",".money","WebMoney"
"1432",".money","現金"
"1433",".money","現金"
"1434",".money","現金"
"1435",".money","nanacoポイント"
"1436",".money","JAL"
"1437",".money","BitCash"
"1438",".money","楽天Edy"
"1439",".money","Tポイント"
"1440",".money","WAONポイント"
"1441",".money","クラブネッツ"
"1442",".money","dポイント"
"1443",".money","NET CASH"
"1444",".money","Ponta"
"1445",".money","リクルート"
"1446",".money","ANA"
"1447",".money","東急"
"1448","LINEポイント（旧LINEフリーコイン）","None"
"1449","BitCash","None"
"1450","dポイントクラブ","None"
"1451","JRE POINT","None"
"1452","エネモポイント","Ponta"
"1453","エネモポイント","JAL"
"1454","エネモポイント","楽天"
"1455","よりそうeポイント","WAONポイント"
"1456","よりそうeポイント","Amazonギフト券"
"1457","よりそうeポイント","楽天Edy"
"1458","よりそうeポイント","Apple Gift Card"
"1459","よりそうeポイント","nanaco"
"1460","よりそうeポイント","dポイント"
"1461","よりそうeポイント","Ponta"
"1462","エネルギアポイント","dポイント"
"1463","エネルギアポイント","WAONポイント"
"1464","エネルギアポイント","ANA"
"1465","エネルギアポイント","Tポイント"
"1466","エネルギアポイント","ネットマイル"
"1467","エネルギアポイント","JAL"
"1468","よんでんポイント","ネットマイル"
"1469","よんでんポイント","WAONポイント"
"1470","よんでんポイント","dポイント"
"1471","よんでんポイント","ANA"
"1472","よんでんポイント","JAL"
"1473","パッチョポイント","WAONポイント"
"1474","パッチョポイント","dポイント"
"1475","パッチョポイント","Tポイント"
"1476","パッチョポイント","楽天"
"1477","パッチョポイント","nanacoポイント"
"1478","パッチョポイント","Ponta"
"1479","パッチョポイント","京王"
"1480","パッチョポイント","三越伊勢丹"
"1481","がすてきポイント","WAONポイント"
"1482","がすてきポイント","ユニコポイント"
"1483","がすてきポイント","Tポイント"
"1484","がすてきポイント","nanacoポイント"
"1485","がすてきポイント","楽天Edy"
"1486","がすてきポイント","μstarポイントサービス"
"1487","がすてきポイント","dポイント"
"1488","Smart Lifeポイント","WAONポイント"
"1489","Smart Lifeポイント","楽天"
"1490","Smart Lifeポイント","Ponta"
"1491","Smart Lifeポイント","dポイント"
"1492","西部ガス","None"
"1493","永久不滅ポイント","クレディセゾン"
"1494","永久不滅ポイント","JAL"
"1495","永久不滅ポイント","ANA"
"1496","永久不滅ポイント","Amazonギフト券"
"1497","永久不滅ポイント","WebMoney"
"1498","永久不滅ポイント","nanacoポイント"
"1499","永久不滅ポイント","nanaco"
"1500","永久不滅ポイント","そごう・西武"
"1501","永久不滅ポイント","Tポイント"
"1502","永久不滅ポイント","dポイント"
"1503","永久不滅ポイント","auポイント"
"1504","NET CASH","None"
"1505","NET CASHポイント","NET CASH"
"1506","NET CASHポイント","楽天Edy"
"1507","NET CASHポイント","nanaco"
"1508","WAON POINT","WAONポイント"
"1509","WAON POINT","三越伊勢丹"
"1510","Point Income","JAL"
"1511","Point Income","Apple Gift Card"
"1512","Point Income","WebMoney"
"1513","Point Income","Amazonギフト券"
"1514","Point Income","楽天Edy"
"1515","Point Income","nanaco"
"1516","Point Income","Tポイント"
"1517","Point Income","PeX"
"1518","Point Income",".money"
"1519","Point Income","現金"
"1520","Point Income","現金"
"1521","Point Income","現金"
"1522","Point Income","ANA"
"1523","チャンピオンポイント","None"
"1524","ラグジュアリーカードポイント","JAL"
"1525","ラグジュアリーカードポイント","ANA"
"1526","ラグジュアリーカードポイント","dポイント"
"1527","ラグジュアリーカードポイント","PeX"
"1528","ラグジュアリーカードポイント","Amazonギフト券"
"1529","ラグジュアリーカードポイント","ANA SKYコイン"
"1530","ラグジュアリーカードポイント","nanaco"
"1531","ラグジュアリーカードポイント","カエトクカード"
"1532","ラグジュアリーカードポイント","ユナイテッド航空"
"1533","ラグジュアリーカードポイント","スターバックス カード"
"1534","くらしTEPCOポイント","Tポイント"
"1535","くらしTEPCOポイント","Ponta"
"1536","くらしTEPCOポイント","nanacoポイント"
"1537","くらしTEPCOポイント","WAONポイント"
"1538","自治体ポイント","None"
